no,p1.atr_window,p1.atr_multiply,p1.ma_window,p1.short_term,p2.strategy,p2.begin_hour,p2.begin_minute,p2.hours,p2.sl.method,p2.sl.value,p2.target_profit,p2.trail_stop,p2.volume,p2.position_max,p2.timelimit,trade_num,profit,win_rate
506,46,3.2257181691065364,23,48,supertrend,0,0,0,1,10,30,15,0.1,10,0,2336,-203.3799999999976,0.4571917808219178
507,64,0.5860578694934271,29,44,supertrend,0,0,0,1,10,30,15,0.1,10,0,8380,787.3400000000138,0.5631264916467781
508,12,0.9438427573097042,25,46,supertrend,0,0,0,1,25,30,10,0.1,10,0,6920,513.740000000003,0.5611271676300578
509,84,2.7184134031684106,74,20,supertrend,0,0,0,1,50,30,25,0.1,10,0,2933,78.71999999999662,0.4667575860893283
510,74,1.2212726299202685,95,4,supertrend,0,0,0,1,50,10,10,0.1,10,0,7324,-535.7799999999838,0.3879027853631895
511,84,2.168770074399793,93,30,supertrend,0,0,0,1,40,10,5,0.1,10,0,3873,-46.089999999994916,0.5215595145881745
512,18,2.0833029263344347,74,24,supertrend,0,0,0,1,40,40,15,0.1,10,0,4468,409.12000000000035,0.5152193375111906
513,83,1.8385032211659045,88,32,supertrend,0,0,0,1,10,5,20,0.1,10,0,4612,274.7100000000082,0.5019514310494363
514,44,2.5185410819635834,17,20,supertrend,0,0,0,1,15,35,25,0.1,10,0,3441,215.44999999999504,0.46498111014240046
515,70,3.1251814223667536,80,5,supertrend,0,0,0,1,10,30,25,0.1,10,0,2157,687.8999999999915,0.3565136764024108
516,85,0.9425438009294743,60,30,supertrend,0,0,0,1,40,30,25,0.1,10,0,8214,-5.970000000014579,0.550036523009496
517,88,0.9023788508684846,10,31,supertrend,0,0,0,1,30,45,10,0.1,10,0,8298,133.31999999997947,0.5506146059291396
518,27,2.4087221763700297,97,29,supertrend,0,0,0,1,25,20,15,0.1,10,0,3606,1054.2700000000013,0.5255130338325014
519,24,0.7368811636123312,36,16,supertrend,0,0,0,1,20,25,15,0.1,10,0,13309,527.920000000013,0.5345255090540236
520,62,0.8362641259307301,51,45,supertrend,0,0,0,1,30,5,20,0.1,10,0,7194,797.4300000000082,0.5560189046427578
521,59,3.1228584904082606,68,32,supertrend,0,0,0,1,45,20,15,0.1,10,0,2486,394.0700000000038,0.5100563153660499
522,19,1.4882968361447826,98,31,supertrend,0,0,0,1,25,40,25,0.1,10,0,6262,-91.89999999998804,0.5388054934525711
523,17,1.8373610802813294,89,38,supertrend,0,0,0,1,10,20,5,0.1,10,0,4857,-232.33000000000447,0.504426600782376
524,60,1.0696004629045406,92,29,supertrend,0,0,0,1,45,25,15,0.1,10,0,7764,539.7699999999784,0.5508758371973209
525,68,2.071125751393957,45,44,supertrend,0,0,0,1,5,35,25,0.1,10,0,3843,277.8199999999997,0.3929221962008847
526,66,0.5854489995810536,15,12,supertrend,0,0,0,1,5,15,20,0.1,10,0,16602,169.48000000000957,0.4971690157812312
527,15,2.4298815848196216,48,9,supertrend,0,0,0,1,40,30,15,0.1,10,0,2899,277.6399999999869,0.3966885132804415
528,36,3.115402850724072,66,50,supertrend,0,0,0,1,40,15,20,0.1,10,0,2414,-354.7900000000045,0.5331400165700083
529,49,2.756673469972288,73,41,supertrend,0,0,0,1,25,30,25,0.1,10,0,2900,340.6200000000058,0.5313793103448275
530,64,0.5361332944856675,58,49,supertrend,0,0,0,1,45,30,25,0.1,10,0,8190,-290.10999999997557,0.573015873015873
531,21,1.8140788512714154,17,34,supertrend,0,0,0,1,40,40,15,0.1,10,0,5007,-171.21999999999548,0.5326542840023967
532,82,1.078630712813816,45,32,supertrend,0,0,0,1,30,40,10,0.1,10,0,7286,235.86000000000968,0.550370573702992
533,32,0.8186649312705628,22,23,supertrend,0,0,0,1,25,30,20,0.1,10,0,10522,-303.5600000000006,0.5387758981182285
534,26,3.371437137268183,74,49,supertrend,0,0,0,1,20,50,20,0.1,10,0,2208,896.3999999999978,0.5407608695652174
535,97,1.3251959324279692,89,48,supertrend,0,0,0,1,15,10,15,0.1,10,0,5324,-106.19999999999413,0.5341848234410218
536,86,1.026533986660647,91,18,supertrend,0,0,0,1,15,10,5,0.1,10,0,9340,1036.4199999999976,0.5273019271948608
537,43,1.4005399401640375,86,32,supertrend,0,0,0,1,25,30,15,0.1,10,0,6244,-305.1999999999957,0.5377962844330557
538,94,2.5245037180929026,79,18,supertrend,0,0,0,1,45,50,5,0.1,10,0,3202,-208.0699999999997,0.45565271705184257
539,86,1.9123414555579215,13,47,supertrend,0,0,0,1,35,5,15,0.1,10,0,3989,89.800000000002,0.5284532464276761
540,92,1.6825756096038158,47,37,supertrend,0,0,0,1,15,10,20,0.1,10,0,4844,569.3500000000049,0.5332369942196532
541,21,1.7829430292527304,79,37,supertrend,0,0,0,1,10,5,20,0.1,10,0,5003,5.820000000004256,0.5120927443533879
542,10,0.564844968293562,55,31,supertrend,0,0,0,1,20,40,10,0.1,10,0,10964,5.230000000037762,0.5550893834367019
543,98,0.9744330664491958,96,37,supertrend,0,0,0,1,10,35,15,0.1,10,0,7220,773.9800000000084,0.5412742382271468
544,16,2.351171674141193,30,16,supertrend,0,0,0,1,50,45,10,0.1,10,0,3457,261.03000000000293,0.4700607463118311
545,57,1.3368259490379084,40,32,supertrend,0,0,0,1,40,15,25,0.1,10,0,6342,-495.3899999999969,0.5387890255439924
546,73,0.7574220404657971,18,12,supertrend,0,0,0,1,30,10,25,0.1,10,0,13679,242.170000000011,0.5196286278236714
547,83,2.981752470456234,16,48,supertrend,0,0,0,1,20,30,15,0.1,10,0,2451,104.32000000001017,0.514483884128927
548,26,2.7866678091828114,51,15,supertrend,0,0,0,1,45,15,5,0.1,10,0,2664,1066.089999999998,0.44707207207207206
549,80,1.9873280688593304,71,19,supertrend,0,0,0,1,30,35,15,0.1,10,0,4551,327.13999999998055,0.4915403208086135
550,11,0.922129845101006,71,16,supertrend,0,0,0,1,5,30,5,0.1,10,0,11726,938.080000000017,0.48771959747569504
551,94,2.9276795440939036,78,48,supertrend,0,0,0,1,15,45,20,0.1,10,0,2469,432.20000000000255,0.4993924665856622
552,16,0.9052049429815764,35,18,supertrend,0,0,0,1,10,50,25,0.1,10,0,11212,1155.8100000000095,0.5316625044595077
553,67,1.0416348697328468,74,29,supertrend,0,0,0,1,30,40,10,0.1,10,0,7810,363.1400000000017,0.5499359795134443
554,14,3.3231276839403576,66,12,supertrend,0,0,0,1,40,25,15,0.1,10,0,1755,473.730000000018,0.38632478632478634
555,18,2.3730232319886437,20,17,supertrend,0,0,0,1,45,25,20,0.1,10,0,3478,823.0900000000079,0.47814836112708453
556,87,1.163456725542479,41,29,supertrend,0,0,0,1,30,35,25,0.1,10,0,7204,972.3600000000247,0.5534425319267073
557,73,2.9924174044496543,32,17,supertrend,0,0,0,1,20,30,10,0.1,10,0,2577,-414.979999999998,0.43383779588668997
558,17,1.544939729175372,17,37,supertrend,0,0,0,1,50,20,20,0.1,10,0,5691,5.500000000012278,0.5405025478826216
559,36,0.5798300038664399,13,15,supertrend,0,0,0,1,40,50,15,0.1,10,0,15517,-533.1899999999921,0.5326416188696269
560,67,0.6286278889823254,82,32,supertrend,0,0,0,1,45,30,20,0.1,10,0,9792,-136.32999999997878,0.5560661764705882
561,12,3.1390691799361172,74,6,supertrend,0,0,0,1,40,30,15,0.1,10,0,2036,604.8800000000044,0.37229862475442044
562,15,2.225786666721191,69,40,supertrend,0,0,0,1,10,35,15,0.1,10,0,3913,492.659999999996,0.5093278814209047
563,95,2.3727760110229807,47,35,supertrend,0,0,0,1,20,40,10,0.1,10,0,3357,157.7599999999859,0.517426273458445
564,70,1.9658302113732202,66,36,supertrend,0,0,0,1,10,30,20,0.1,10,0,4223,624.3299999999986,0.49940800378877576
565,19,1.7297137025966296,55,44,supertrend,0,0,0,1,20,35,10,0.1,10,0,4821,-143.81999999999334,0.5469819539514623
566,63,0.6235076903888195,21,22,supertrend,0,0,0,1,30,40,20,0.1,10,0,12066,653.5100000000368,0.5499751367478867
567,100,2.3829454027745953,86,37,supertrend,0,0,0,1,40,10,10,0.1,10,0,3305,-140.2000000000039,0.5180030257186081
568,93,2.298968041126992,89,6,supertrend,0,0,0,1,50,20,5,0.1,10,0,3321,-182.9300000000037,0.3748870822041554
569,22,3.131570646496125,30,44,supertrend,0,0,0,1,30,20,15,0.1,10,0,2464,954.6699999999955,0.5422077922077922
570,94,1.3732836123167549,83,30,supertrend,0,0,0,1,40,50,25,0.1,10,0,6182,-373.91999999999393,0.5307343901649951
571,78,0.9283465826662748,23,29,supertrend,0,0,0,1,25,50,15,0.1,10,0,8446,43.87999999999579,0.545583708264267
572,68,2.8753711235105923,91,5,supertrend,0,0,0,1,35,40,20,0.1,10,0,2471,317.1599999999871,0.36867664912990694
573,50,2.5413768460207997,65,5,supertrend,0,0,0,1,50,25,15,0.1,10,0,2905,-308.58000000001266,0.35559380378657485
574,56,0.8341781235245703,98,28,supertrend,0,0,0,1,5,10,10,0.1,10,0,9224,-184.82999999998378,0.47094535993061576
575,99,3.259180612517836,36,49,supertrend,0,0,0,1,30,45,15,0.1,10,0,2154,-802.5800000000067,0.5032497678737233
576,17,1.856161976884752,95,31,supertrend,0,0,0,1,35,5,25,0.1,10,0,4991,-137.67999999999483,0.5291524744540173
577,76,3.3948774177613124,55,18,supertrend,0,0,0,1,25,5,5,0.1,10,0,2138,-492.77000000000066,0.47661365762394764
578,17,0.5885480648445297,65,6,supertrend,0,0,0,1,50,35,5,0.1,10,0,19988,924.6800000000133,0.49414648789273563
579,83,1.379356306095637,60,12,supertrend,0,0,0,1,30,10,15,0.1,10,0,7322,-147.8599999999899,0.48128926522807974
580,72,3.1168126604166355,46,49,supertrend,0,0,0,1,40,40,25,0.1,10,0,2337,-824.2099999999971,0.5237483953786907
581,91,1.2327374098075516,93,22,supertrend,0,0,0,1,10,35,20,0.1,10,0,7514,206.93000000001393,0.5119776417354273
582,29,2.71797395030731,17,39,supertrend,0,0,0,1,20,10,5,0.1,10,0,3026,352.6200000000058,0.5221414408460013
583,44,3.0867999874439263,62,24,supertrend,0,0,0,1,25,20,5,0.1,10,0,2529,-62.340000000007194,0.4776591538157374
584,100,2.325789064793999,22,19,supertrend,0,0,0,1,45,35,5,0.1,10,0,3628,409.8499999999942,0.474090407938258
585,71,2.0273278654545135,34,9,supertrend,0,0,0,1,15,10,25,0.1,10,0,4409,-871.149999999994,0.4189158539351327
586,72,2.1850427481866865,15,11,supertrend,0,0,0,1,10,10,5,0.1,10,0,3991,278.1300000000083,0.4334753194688048
587,37,1.5115406630895545,86,17,supertrend,0,0,0,1,10,10,15,0.1,10,0,6776,554.7200000000037,0.5010330578512396
588,87,0.7311857635755069,21,8,supertrend,0,0,0,1,50,5,5,0.1,10,0,15080,195.1100000000015,0.4960875331564987
589,45,3.3879034191829778,34,21,supertrend,0,0,0,1,35,30,5,0.1,10,0,2133,-166.3600000000099,0.4617909048288795
590,99,3.206359301359678,76,22,supertrend,0,0,0,1,35,15,15,0.1,10,0,2213,378.13000000000216,0.47356529597831
591,26,2.368618841889064,17,45,supertrend,0,0,0,1,10,35,25,0.1,10,0,3541,828.0200000000052,0.5038124823496187
592,64,2.533483202169913,80,25,supertrend,0,0,0,1,50,30,15,0.1,10,0,3329,88.69999999998777,0.5010513667768098
593,18,0.5487927716586048,47,13,supertrend,0,0,0,1,10,40,20,0.1,10,0,17653,293.1499999999994,0.5319209199569478
594,100,1.311054362451464,68,42,supertrend,0,0,0,1,15,10,25,0.1,10,0,5678,-67.34000000000196,0.5392743923916872
595,41,1.9015287268761605,65,32,supertrend,0,0,0,1,10,50,5,0.1,10,0,4715,197.14999999999532,0.4998939554612937
596,42,0.8216032142762381,83,30,supertrend,0,0,0,1,20,50,20,0.1,10,0,9090,-11.77999999999065,0.5511551155115512
597,78,0.7025943484718282,66,16,supertrend,0,0,0,1,45,10,5,0.1,10,0,13107,-115.05999999999904,0.5268940260929275
598,19,0.6196076109473648,42,41,supertrend,0,0,0,1,15,10,5,0.1,10,0,8878,270.3500000000088,0.5651047533228205
599,35,3.0203951173020407,64,38,supertrend,0,0,0,1,30,15,25,0.1,10,0,2597,-174.55999999998744,0.5144397381594147
600,82,1.8910758917075428,21,24,supertrend,0,0,0,1,40,10,25,0.1,10,0,4710,307.34000000001265,0.5076433121019108
601,98,2.794975763531702,89,50,supertrend,0,0,0,1,40,20,10,0.1,10,0,2605,-287.5199999999818,0.5228406909788867
602,75,1.5658629440849887,55,30,supertrend,0,0,0,1,5,35,25,0.1,10,0,5560,46.28999999999701,0.4239208633093525
603,49,2.7130468215069463,100,12,supertrend,0,0,0,1,15,30,20,0.1,10,0,2851,384.5399999999945,0.4335320940021045
604,52,0.9590666761703757,10,38,supertrend,0,0,0,1,15,15,20,0.1,10,0,7334,267.81000000002973,0.554813198800109
605,30,3.2380704507620317,57,8,supertrend,0,0,0,1,30,5,25,0.1,10,0,1992,106.3400000000031,0.43373493975903615
606,93,2.582408397670937,23,22,supertrend,0,0,0,1,15,35,15,0.1,10,0,3096,34.239999999996144,0.47351421188630494
