no,p1.atr_window,p1.atr_multiply,p1.ma_window,p1.short_term,p2.strategy,p2.begin_hour,p2.begin_minute,p2.hours,p2.sl.method,p2.sl.value,p2.target_profit,p2.trail_stop,p2.volume,p2.position_max,p2.timelimit,trade_num,profit,win_rate
614,13,2.3742370281560934,98,23,PPP,0,0,0,1,250,200,200,0.1,10,0,409,2150.0,0.46943765281173594
615,78,0.6820176813611332,61,4,PPP,0,0,0,1,250,100,200,0.1,10,0,1604,-179.0,0.43453865336658354
616,23,2.5433829500091276,16,25,PPP,0,0,0,1,50,500,150,0.1,10,0,367,443.0,0.20708446866485014
617,27,1.7641172769628386,10,37,PPP,0,0,0,1,350,350,250,0.1,10,0,559,-2530.0,0.5062611806797853
618,15,1.9940436038527514,91,34,PPP,0,0,0,1,350,100,150,0.1,10,0,508,6598.0,0.5236220472440944
619,50,1.2721031706230215,54,41,PPP,0,0,0,1,50,150,150,0.1,10,0,653,1556.0,0.27411944869831545
620,62,2.183445169039677,62,45,PPP,0,0,0,1,50,350,50,0.1,10,0,405,-1873.0,0.21481481481481482
621,96,2.0759261060895717,34,9,PPP,0,0,0,1,500,150,50,0.1,10,0,440,-2760.0,0.44772727272727275
622,78,2.856647767551952,60,49,PPP,0,0,0,1,500,350,250,0.1,10,0,280,-2617.0,0.49642857142857144
623,22,1.9561643590359319,55,49,PPP,0,0,0,1,50,300,250,0.1,10,0,455,-408.0,0.23956043956043957
624,27,1.5010998023218702,64,14,PPP,0,0,0,1,350,350,200,0.1,10,0,771,1128.0,0.5006485084306096
625,15,3.292336809511279,39,40,PPP,0,0,0,1,300,350,100,0.1,10,0,271,-4445.0,0.45018450184501846
626,98,2.9852230930466854,43,11,PPP,0,0,0,1,50,150,150,0.1,10,0,264,-506.0,0.1856060606060606
627,48,1.6453723561616465,88,12,PPP,0,0,0,1,200,200,150,0.1,10,0,674,4655.0,0.4688427299703264
628,57,0.9673158391227445,49,11,PPP,0,0,0,1,200,50,50,0.1,10,0,1284,-2679.0,0.4742990654205608
629,54,1.0769348516249844,95,46,PPP,0,0,0,1,100,50,50,0.1,10,0,689,8816.0,0.44847605224963716
630,42,1.642758365174125,38,34,PPP,0,0,0,1,300,150,50,0.1,10,0,587,295.0,0.524701873935264
631,29,1.8381501798816537,99,23,PPP,0,0,0,1,250,250,100,0.1,10,0,602,8920.0,0.5066445182724253
632,42,1.8879302965269478,49,20,PPP,0,0,0,1,400,150,250,0.1,10,0,567,-122.0,0.5202821869488536
633,53,1.7545067076970229,81,4,PPP,0,0,0,1,250,350,250,0.1,10,0,477,3239.0,0.38155136268343814
634,92,3.257186298103206,11,45,PPP,0,0,0,1,150,250,150,0.1,10,0,252,1342.0,0.3611111111111111
635,100,2.8886292047469393,67,9,PPP,0,0,0,1,450,50,50,0.1,10,0,258,3214.0,0.4883720930232558
636,92,2.309658375045349,86,21,PPP,0,0,0,1,400,200,200,0.1,10,0,408,7883.0,0.5318627450980392
637,73,1.7966314422192293,12,49,PPP,0,0,0,1,250,150,50,0.1,10,0,475,-6075.0,0.44842105263157894
638,58,1.8046004147053751,30,40,PPP,0,0,0,1,50,250,50,0.1,10,0,504,2646.0,0.24801587301587302
639,38,3.381992038602382,25,47,PPP,0,0,0,1,50,500,100,0.1,10,0,252,-1753.0,0.15873015873015872
640,64,2.2978526226068388,27,6,PPP,0,0,0,1,300,100,250,0.1,10,0,358,1848.0,0.44972067039106145
641,68,3.31627135108769,58,18,PPP,0,0,0,1,50,500,200,0.1,10,0,232,525.0,0.16379310344827586
642,10,3.0457461735415925,95,10,PPP,0,0,0,1,350,50,150,0.1,10,0,208,3032.0,0.4807692307692308
643,79,1.1213090449206424,91,42,PPP,0,0,0,1,450,50,200,0.1,10,0,697,4975.0,0.5294117647058824
