no,p1.atr_window,p1.atr_multiply,p1.ma_window,p1.short_term,p2.strategy,p2.begin_hour,p2.begin_minute,p2.hours,p2.sl.method,p2.sl.value,p2.target_profit,p2.trail_stop,p2.volume,p2.position_max,p2.timelimit,trade_num,profit,win_rate,drawdown,t_drawdown
279,31,2.7886487101168242,86,45,supertrend,0,0,0,1,200,450,50,0.1,10,0,3562,1.0249999999999884,0.5384615384615384,-5.178000000000021,1153 days 10:45:00
280,91,2.3023118099130433,60,23,supertrend,0,0,0,1,500,300,150,0.1,10,0,4450,9.11099999999999,0.5029213483146068,-1.038299999999998,243 days 00:30:00
281,97,2.196502176615322,17,48,supertrend,0,0,0,1,300,250,50,0.1,10,0,3932,4.33500000000001,0.5394201424211598,-4.823199999999998,440 days 16:45:00
282,23,1.6396459821243936,69,16,supertrend,0,0,0,1,350,450,200,0.1,10,0,7481,5.152999999999999,0.5034086352091967,-2.905400000000008,685 days 21:15:00
283,14,2.2332811548143225,37,22,supertrend,0,0,0,1,200,200,200,0.1,10,0,5108,1.3609999999999798,0.5058731401722788,-4.033200000000018,721 days 08:00:00
284,72,2.7915417187235794,23,34,supertrend,0,0,0,1,200,50,100,0.1,10,0,3580,-2.395000000000008,0.5181564245810056,-7.482999999999999,807 days 04:00:00
285,64,3.253717946206284,74,50,supertrend,0,0,0,1,300,300,100,0.1,10,0,2851,-5.155000000000035,0.5320940021045247,-6.963900000000033,493 days 22:00:00
286,85,1.2418669254643375,40,39,supertrend,0,0,0,1,300,500,50,0.1,10,0,6518,-0.47100000000001163,0.5335992635777846,-6.328800000000006,928 days 00:45:00
287,47,0.7327447878463996,62,31,supertrend,0,0,0,1,50,450,150,0.1,10,0,10160,-2.1989999999999412,0.5459645669291339,-9.484999999999975,1148 days 03:45:00
288,80,1.0008084299440376,27,20,supertrend,0,0,0,1,400,50,150,0.1,10,0,9920,-0.3630000000000342,0.5313508064516129,-7.228500000000024,757 days 12:15:00
289,58,0.5340968972874547,41,22,supertrend,0,0,0,1,100,200,250,0.1,10,0,13706,1.9569999999999936,0.5391069604552751,-7.766599999999973,1164 days 01:45:00
290,66,1.7637055698720556,76,26,supertrend,0,0,0,1,250,500,50,0.1,10,0,5992,5.166999999999977,0.5211949265687583,-5.655500000000013,967 days 14:00:00
291,99,1.9457604150410086,63,47,supertrend,0,0,0,1,300,350,200,0.1,10,0,4362,0.7310000000000332,0.5339293901879871,-6.4378,1181 days 06:30:00
292,94,1.5463321083906836,12,27,supertrend,0,0,0,1,500,100,50,0.1,10,0,6337,2.1700000000000106,0.52122455420546,-5.271099999999981,916 days 13:00:00
293,26,3.245409245906746,25,13,supertrend,0,0,0,1,100,200,250,0.1,10,0,2777,1.224999999999973,0.4249189773136478,0.0030999999999995697,546 days 19:00:00
294,18,1.752120213338685,40,46,supertrend,0,0,0,1,250,500,150,0.1,10,0,5360,1.4449999999999834,0.55,-5.564600000000036,1203 days 04:30:00
295,64,3.2896856236191914,46,25,supertrend,0,0,0,1,300,350,100,0.1,10,0,3140,-0.849000000000041,0.49044585987261147,-5.51890000000001,846 days 08:00:00
296,48,0.987948256658567,66,23,supertrend,0,0,0,1,300,400,250,0.1,10,0,9858,2.556999999999948,0.5362142422398052,-6.581300000000017,1428 days 11:45:00
297,35,1.3167878674781055,79,14,supertrend,0,0,0,1,50,150,150,0.1,10,0,9436,3.5850000000000066,0.5130351844001696,-6.0804000000000045,1116 days 21:30:00
298,22,2.84389273980445,12,20,supertrend,0,0,0,1,500,350,250,0.1,10,0,3565,5.192999999999975,0.48835904628330995,-0.325400000000001,696 days 22:15:00
299,35,0.7753882121563754,27,41,supertrend,0,0,0,1,500,150,200,0.1,10,0,8680,-1.0509999999999935,0.5532258064516129,-5.032999999999999,746 days 21:45:00
300,46,2.925512669023226,13,7,supertrend,0,0,0,1,300,450,100,0.1,10,0,3249,11.12300000000001,0.4167436134195137,-0.18960000000000082,563 days 09:30:00
301,51,3.1091110898399337,85,32,supertrend,0,0,0,1,100,300,100,0.1,10,0,3267,-1.3490000000000162,0.5133149678604224,-4.978799999999986,1596 days 06:30:00
302,54,2.157007716552171,62,31,supertrend,0,0,0,1,500,400,150,0.1,10,0,4884,-1.6490000000000609,0.5174037674037674,-6.648800000000031,811 days 23:30:00
303,17,1.593260546157777,57,17,supertrend,0,0,0,1,500,50,250,0.1,10,0,7670,4.362999999999977,0.5148631029986962,-2.6018000000000425,821 days 20:15:00
304,21,0.7564914080456178,16,26,supertrend,0,0,0,1,200,450,50,0.1,10,0,11514,0.351000000000004,0.5363036303630363,-5.873599999999982,1651 days 05:15:00
305,48,1.9454253080511168,29,46,supertrend,0,0,0,1,250,300,100,0.1,10,0,4786,-1.1950000000000403,0.5472210614291684,-5.197100000000054,763 days 22:30:00
306,74,0.606137717531171,29,28,supertrend,0,0,0,1,400,100,50,0.1,10,0,11272,0.5549999999999402,0.5495919091554294,-9.154400000000031,965 days 17:45:00
307,36,2.1987200148197745,72,33,supertrend,0,0,0,1,350,150,200,0.1,10,0,4764,0.2669999999999635,0.5323257766582704,-3.9242000000000297,725 days 03:30:00
308,42,3.491532329942618,17,13,supertrend,0,0,0,1,300,300,200,0.1,10,0,2745,-3.0410000000000212,0.4397085610200364,-4.431600000000008,750 days 23:30:00
309,35,2.22080999536725,16,42,supertrend,0,0,0,1,450,200,150,0.1,10,0,4490,6.125000000000002,0.5436525612472161,-4.122199999999994,647 days 03:45:00
310,34,0.8105534349066879,96,40,supertrend,0,0,0,1,50,250,100,0.1,10,0,8644,1.3009999999999686,0.5507866728366497,-4.118000000000018,768 days 19:15:00
311,12,1.1376099974678051,66,31,supertrend,0,0,0,1,500,100,250,0.1,10,0,8568,-3.2210000000000107,0.5346638655462185,-5.305800000000013,315 days 09:30:00
312,82,3.2553808050085653,58,20,supertrend,0,0,0,1,400,400,200,0.1,10,0,3051,-8.84500000000007,0.4683710258931498,-9.110400000000036,672 days 22:45:00
313,25,1.0660391942220593,62,38,supertrend,0,0,0,1,350,300,150,0.1,10,0,7844,0.09099999999991004,0.5418154003059663,-4.180000000000058,794 days 15:45:00
314,57,2.3403509531931665,92,39,supertrend,0,0,0,1,300,500,50,0.1,10,0,4210,-1.8669999999999987,0.532541567695962,-5.877600000000017,762 days 16:45:00
315,17,1.0193088556137677,45,32,supertrend,0,0,0,1,350,300,50,0.1,10,0,8940,0.2809999999999566,0.5361297539149888,-4.577600000000028,973 days 01:30:00
316,85,0.5373214896466594,82,38,supertrend,0,0,0,1,500,300,250,0.1,10,0,9904,1.5429999999999806,0.5538166397415186,-4.005999999999985,791 days 05:00:00
317,56,2.188466221142149,76,23,supertrend,0,0,0,1,150,400,100,0.1,10,0,5164,-1.5110000000000148,0.49864446165762977,-5.155699999999997,967 days 22:45:00
318,26,1.1865553321189966,54,21,supertrend,0,0,0,1,500,300,150,0.1,10,0,9440,7.069000000000017,0.5284957627118644,-3.1794000000000127,337 days 12:30:00
319,26,1.2351408546188616,72,42,supertrend,0,0,0,1,500,200,150,0.1,10,0,6914,4.279000000000011,0.5380387619323113,-6.396799999999995,854 days 19:00:00
320,25,0.998663166311566,73,15,supertrend,0,0,0,1,50,350,250,0.1,10,0,11926,10.816999999999982,0.5300184470903907,-0.9650999999999967,427 days 20:30:00
321,91,1.9235521408952858,16,30,supertrend,0,0,0,1,400,150,200,0.1,10,0,5124,-2.089000000000017,0.5099531615925058,-6.743700000000002,748 days 23:30:00
322,65,3.0282246360844467,33,33,supertrend,0,0,0,1,400,200,200,0.1,10,0,3314,-1.1509999999999936,0.512070006035003,-4.999100000000002,826 days 03:00:00
323,14,2.95843282990121,83,42,supertrend,0,0,0,1,50,200,50,0.1,10,0,3467,7.9810000000000025,0.5298528987597346,-1.980000000000007,346 days 02:00:00
324,98,0.5558122071518012,77,44,supertrend,0,0,0,1,150,300,250,0.1,10,0,8982,1.657999999999916,0.5643509240703629,-2.856300000000085,973 days 16:00:00
325,86,2.362197122620251,35,48,supertrend,0,0,0,1,350,150,50,0.1,10,0,3716,-6.8149999999999515,0.5293326157158235,-10.196199999999983,769 days 07:00:00
326,79,1.3414722210108545,13,26,supertrend,0,0,0,1,200,50,100,0.1,10,0,7318,5.984999999999996,0.5306094561355562,-3.3717999999999706,635 days 12:00:00
327,49,1.3578555444801694,40,25,supertrend,0,0,0,1,100,50,150,0.1,10,0,7638,7.277000000000008,0.5386226760932181,-2.8080000000000007,320 days 15:15:00
328,39,2.619752075893947,18,47,supertrend,0,0,0,1,100,500,100,0.1,10,0,3742,7.553000000000002,0.5507749866381614,-3.7082000000000064,383 days 14:45:00
