no,p1.atr_window,p1.atr_multiply,p1.ma_window,p1.short_term,p2.strategy,p2.begin_hour,p2.begin_minute,p2.hours,p2.sl.method,p2.sl.value,p2.target_profit,p2.trail_stop,p2.volume,p2.position_max,p2.timelimit,trade_num,profit,win_rate,drawdown,t_drawdown
490,32,3.188887890330479,32,10,supertrend,0,0,0,1,150,50,100,0.1,10,0,2268,-10191.0,0.43871252204585537,-11688.2,597 days 14:15:00
491,88,1.7746310199733353,84,13,supertrend,0,0,0,1,200,100,100,0.1,10,0,6060,-7235.0,0.4740924092409241,-14901.6,589 days 17:30:00
492,50,1.6285484118231126,88,46,supertrend,0,0,0,1,100,250,250,0.1,10,0,5113,-4461.0,0.4093487189516918,-9741.2,533 days 21:45:00
493,50,3.3159662517238933,37,28,supertrend,0,0,0,1,250,150,200,0.1,10,0,2520,-9939.0,0.48253968253968255,-12846.2,799 days 21:45:00
494,17,2.647622128459819,74,10,supertrend,0,0,0,1,400,450,200,0.1,10,0,2946,-14976.0,0.38866259334691106,-16812.8,617 days 05:30:00
495,28,0.7208295471876199,66,15,supertrend,0,0,0,1,50,350,100,0.1,10,0,14731,-444.0,0.3913515715158509,-7726.6,1259 days 23:30:00
496,22,2.8699359208949664,53,11,supertrend,0,0,0,1,100,450,50,0.1,10,0,2698,-12804.0,0.2887323943661972,-16369.6,295 days 14:15:00
497,54,1.76155718579327,39,50,supertrend,0,0,0,1,50,50,100,0.1,10,0,4603,-6726.0,0.3515098848577015,-8096.2,428 days 22:00:00
498,23,2.646335334717132,14,30,supertrend,0,0,0,1,500,50,200,0.1,10,0,3611,-20851.0,0.49293824425366933,-23850.8,360 days 15:45:00
499,63,0.9900687654063165,71,16,supertrend,0,0,0,1,450,400,150,0.1,10,0,11220,-8890.0,0.5167557932263814,-17670.3,670 days 07:15:00
500,32,2.755629985365032,95,26,supertrend,0,0,0,1,100,250,50,0.1,10,0,3349,-2777.0,0.3553299492385787,-7456.3,505 days 11:15:00
501,35,3.3131561138592747,10,16,supertrend,0,0,0,1,350,300,100,0.1,10,0,2250,-2406.0,0.4275555555555556,-9906.5,1021 days 16:30:00
502,18,3.193585405653144,90,24,supertrend,0,0,0,1,150,500,200,0.1,10,0,2633,-11559.0,0.38928978351690086,-12511.4,322 days 21:15:00
503,75,0.5688638724493597,38,40,supertrend,0,0,0,1,100,50,50,0.1,10,0,9315,-4226.0,0.4777241009125067,-7739.1,342 days 18:15:00
504,99,2.8667919656043606,57,5,supertrend,0,0,0,1,350,50,250,0.1,10,0,2582,6895.0,0.47521301316808673,-1210.9,531 days 13:30:00
